"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"RPL18",1.67818805761841e-15,-0.679185834451095,0.062,0.126,8.22026856263228e-11,"ns"
"RPL10A",1.7400000334983e-15,-1.17764466889761,0.048,0.104,8.5230421640847e-11,"down"
"NAV1",1.75643894854865e-15,-0.434731143656464,0.309,0.418,8.60356490167585e-11,"ns"
"AC083837.1",1.84957404065469e-15,-9.77360582370439,0,0.024,9.05976852333885e-11,"down"
"ARMH1",1.84957411010626e-15,-9.36617179997203,0,0.024,9.05976886353351e-11,"down"
"AC118549.1",1.84957411010626e-15,-9.16484250490556,0,0.024,9.05976886353351e-11,"down"
"TAFA1",1.84957414483207e-15,-9.31395282902785,0,0.024,9.05976903363092e-11,"down"
"AL356737.2",1.84957414483207e-15,-9.19725217532795,0,0.024,9.05976903363092e-11,"down"
"MAPK10",2.03767923924029e-15,0.266521808948918,0.765,0.723,9.98116421757071e-11,"ns"
"TOB1",2.54233131798895e-15,1.38689043106213,0.122,0.067,1.24531014949053e-10,"up"
"AC079352.1",2.67722758529222e-15,-9.33498849591206,0,0.024,1.31138638810369e-10,"down"
"SOD2",2.95162390303984e-15,-0.767148469140451,0.118,0.194,1.445793936426e-10,"ns"
"UBASH3B",3.07791045082278e-15,-1.29625494105074,0.031,0.079,1.50765287612652e-10,"down"
"MYH9",3.10145090800176e-15,-0.765617461281527,0.062,0.124,1.5191836982665e-10,"ns"
"TCEAL4",3.34521460284535e-15,-0.957177348399687,0.061,0.122,1.63858646891174e-10,"ns"
"SPECC1L",3.55383262094586e-15,-4.01465894364661,0.003,0.031,1.74077383271791e-10,"down"
"MT-CYB",3.6280917257158e-15,0.656112191139973,0.393,0.318,1.77714817000737e-10,"ns"
"ATP8A1",3.82503394382666e-15,0.613254502616448,0.37,0.301,1.87361637670461e-10,"ns"
"ACBD6",3.87503357124889e-15,-9.06389560383911,0,0.023,1.89810769420484e-10,"down"
"AC009120.2",3.87503357124889e-15,-9.20272408455339,0,0.023,1.89810769420484e-10,"down"
"XAF1",4.11837382719895e-15,-0.975490627515876,0.071,0.134,2.01730305177686e-10,"ns"
"PRKCA-AS1",4.3471154625435e-15,-0.735045592683028,0.11,0.185,2.12934756701768e-10,"ns"
"LINC01473",4.35067998777789e-15,-1.0536529333768,0.088,0.155,2.13109357841324e-10,"down"
"ETV6",4.70345161291315e-15,-0.588709487747616,0.163,0.249,2.30389170355325e-10,"ns"
"MT-ATP6",5.05809001298664e-15,0.732470157314653,0.384,0.314,2.47760423106125e-10,"ns"
"RHOT2",5.60845064735752e-15,-9.23478389287312,0,0.023,2.74718738059513e-10,"down"
"ADGRB1",5.60845096311642e-15,-9.17203506436959,0,0.023,2.74718753526331e-10,"down"
"AC091078.1",5.60845096311642e-15,-9.24747814301488,0,0.023,2.74718753526331e-10,"down"
"SPOCK1",6.02035229418474e-15,-0.480884300440536,0.226,0.321,2.94894916426051e-10,"ns"
"GUK1",6.03490649314165e-15,-1.00080161690708,0.056,0.114,2.95607824753557e-10,"down"
"OSMR-AS1",7.27796837452203e-15,-0.708284313873376,0.068,0.132,3.56496724889213e-10,"ns"
"FN1",7.57566901965607e-15,-1.04870462372315,0.07,0.133,3.71078995589813e-10,"down"
"SPARCL1",7.60484191239797e-15,-0.236504744225409,0.799,0.877,3.7250797139499e-10,"ns"
"KLKB1",7.79062084321054e-15,0.909177009455004,0.144,0.084,3.81607980762982e-10,"ns"
"SPART",8.11686410705871e-15,-9.08286574595561,0,0.023,3.97588354556057e-10,"down"
"TIA1",8.11686425936577e-15,-9.08489020245289,0,0.023,3.97588362016513e-10,"down"
"KREMEN1",8.11686425936577e-15,-9.12321847913628,0,0.023,3.97588362016513e-10,"down"
"POLR2J3",8.11686441167301e-15,-9.06105708515681,0,0.023,3.97588369476979e-10,"down"
"ATP5MD",8.11686456398008e-15,-9.17378399665838,0,0.023,3.97588376937436e-10,"down"
"NAV3",1.12737955095393e-14,-0.562765144965447,0.362,0.463,5.52224325443765e-10,"ns"
"DISP3",1.17466015130154e-14,-9.12625073012805,0,0.023,5.75383781912034e-10,"down"
"AC104596.1",1.17466015130154e-14,-9.18219097215583,0,0.023,5.75383781912034e-10,"down"
"AC079781.5",1.17466015130154e-14,-8.96988421307497,0,0.023,5.75383781912034e-10,"down"
"KMT5B",1.17466015130154e-14,-9.23054138775488,0,0.023,5.75383781912034e-10,"down"
"RP11-212P7.3",1.44317724970053e-14,-0.935395768767579,0.021,0.063,7.06911512220809e-10,"ns"
"RELL1",1.47970063055988e-14,-0.751246626910176,0.055,0.113,7.24801759867146e-10,"ns"
"AC019257.1",1.69986911409415e-14,-9.08980251940552,0,0.022,8.32646888156736e-10,"down"
"ATP5MPL",1.69986911409415e-14,-9.13428127297891,0,0.022,8.32646888156736e-10,"down"
"HES1",1.84056663687165e-14,0.944378342370006,0.236,0.171,9.01564755738838e-10,"ns"
"BST2",1.89747256670491e-14,-1.0972921501699,0.023,0.066,9.29438987349067e-10,"down"
"PLD5",2.18488134474438e-14,-0.489096455278127,0.14,0.223,1.07022042909614e-09,"ns"
"ACTN1",2.21249134689793e-14,-1.10678410890866,0.034,0.081,1.08374463645101e-09,"down"
"MAP3K14",2.22885615967377e-14,-0.656159676760686,0.058,0.117,1.091760612693e-09,"ns"
"RBFOX1",2.27857602615208e-14,-0.503566052611336,0.188,0.28,1.11611489489007e-09,"ns"
"ARMH3",2.45979362631883e-14,-8.92738917615746,0,0.022,1.20488071197975e-09,"down"
"OAZ1",2.45979394928835e-14,-9.08061621308035,0,0.022,1.20488087017991e-09,"down"
"AC025159.1",2.45979394928835e-14,-9.09587399215295,0,0.022,1.20488087017991e-09,"down"
"CCNH",3.03873759352273e-14,-1.30138664222626,0.047,0.099,1.48846483543524e-09,"down"
"EDF1",3.27553157137927e-14,-0.738514193572497,0.071,0.133,1.60445362960871e-09,"ns"
"AF279873.3",3.55928444238934e-14,-9.27589759414055,0,0.022,1.74344429841557e-09,"down"
"DDX39B",3.55928450914311e-14,-9.16604340945748,0,0.022,1.74344433111357e-09,"down"
"TASOR2",3.55928464265063e-14,-8.9384145016115,0,0.022,1.74344439650956e-09,"down"
"SLC9A3-AS1",3.55928470940443e-14,-9.05315631987424,0,0.022,1.74344442920757e-09,"down"
"NUP58",3.55928470940443e-14,-9.03510047350403,0,0.022,1.74344442920757e-09,"down"
"MAP1B",4.1227108087395e-14,-0.622682569915587,0.148,0.227,2.01942743544487e-09,"ns"
"DRAP1",4.44201641519079e-14,-1.19962242898889,0.029,0.074,2.1758329006529e-09,"down"
"PIP4K2A",4.54725360408606e-14,-0.460962768896466,0.175,0.262,2.22738123288947e-09,"ns"
"RACK1",5.15001209077294e-14,-8.77426338784623,0,0.022,2.52263042242331e-09,"down"
"KAZN",5.17202643411421e-14,-0.590301845127143,0.112,0.185,2.53341370822216e-09,"ns"
"NKAIN4",5.29115970747296e-14,-0.648001812775936,0.082,0.148,2.59176875951148e-09,"ns"
"PPIA",5.48463830846562e-14,-0.629359849735746,0.14,0.218,2.68654038263572e-09,"ns"
"CEACAM22P",5.84128388297598e-14,-0.584428730632162,0.054,0.111,2.86123608439812e-09,"ns"
"ATP11A",5.88514102234574e-14,-0.95324368336329,0.05,0.103,2.88271862697562e-09,"ns"
"P2RY14",6.59858113048193e-14,-0.664697718443471,0.127,0.202,3.23218299514396e-09,"ns"
"COPE",7.11103811616464e-14,-0.931270304850737,0.042,0.093,3.48319980044092e-09,"ns"
"TSPOAP1",7.45136947219694e-14,-9.0987354496258,0,0.021,3.64990430856623e-09,"down"
"AC079142.1",7.45136947219694e-14,-9.25541857256669,0,0.021,3.64990430856623e-09,"down"
"DIPK1A",7.45136961191493e-14,-9.05337199133151,0,0.021,3.64990437700429e-09,"down"
"AL512422.1",7.45136989135086e-14,-9.121673556588,0,0.021,3.64990451388039e-09,"down"
"RPLP1",7.45267506334229e-14,-0.588089108055786,0.109,0.182,3.65054382627695e-09,"ns"
"MAPRE2",7.76502797222271e-14,-0.455888839296678,0.216,0.306,3.80354365163385e-09,"ns"
"RALGDS",8.06868853847155e-14,-0.517707568322115,0.129,0.207,3.95228570679952e-09,"ns"
"EFNA1",8.89851156049447e-14,-1.4330293457636,0.012,0.046,4.35875791767701e-09,"down"
"NFIB",9.34271853473222e-14,0.35109117182596,0.599,0.536,4.57634381986788e-09,"ns"
"CYBC1",1.07807042816808e-13,-9.07002985832612,0,0.021,5.28071237829569e-09,"down"
"UBE2W",1.07807044838049e-13,-9.04582575457551,0,0.021,5.28071247730214e-09,"down"
"BICRAL",1.07807044838049e-13,-8.86991224863195,0,0.021,5.28071247730214e-09,"down"
"RELCH",1.07807044838049e-13,-8.86029905314664,0,0.021,5.28071247730214e-09,"down"
"SON",1.13177531426091e-13,-0.428359018566264,0.41,0.521,5.54377502184422e-09,"ns"
"WARS",1.16381393307617e-13,-1.17858747583922,0.032,0.076,5.70070978838702e-09,"down"
"HIF3A",1.23126688961623e-13,0.638779663864166,0.447,0.401,6.03111460540716e-09,"ns"
"PRDX5",1.23452888109978e-13,-0.855908393486826,0.055,0.11,6.04709281829107e-09,"ns"
"PRKG1",1.25337916633279e-13,0.263774703195851,0.77,0.731,6.13942717044788e-09,"ns"
"SOD1",1.38949415753263e-13,-0.837339876117244,0.091,0.156,6.80615923184209e-09,"ns"
"PKNOX2",1.40511447541263e-13,-0.832306293581709,0.08,0.142,6.88267223491368e-09,"ns"
"MYO1E",1.45601193908173e-13,-0.766520059876861,0.075,0.137,7.13198328120405e-09,"ns"
"SPRY4-AS1",1.5597038760818e-13,-8.82624734455741,0,0.021,7.63989749621149e-09,"down"
"AC008014.1",1.55970396380043e-13,-9.08087715495253,0,0.021,7.63989792588364e-09,"down"
"BMERB1",1.55970396380043e-13,-9.05152946272639,0,0.021,7.63989792588364e-09,"down"
"AL050309.1",1.55970399303998e-13,-8.95009207875546,0,0.021,7.63989806910771e-09,"down"
"LINC00856",1.56739984057362e-13,0.850430966410955,0.196,0.134,7.67759463908177e-09,"ns"
"BEX2",1.75398872862306e-13,-1.14043981465704,0.042,0.09,8.59156298941435e-09,"down"
"APOL6",1.75405675714921e-13,-0.949116915619771,0.021,0.06,8.59189621354397e-09,"ns"
"FRMPD3",1.81672142382618e-13,-1.5162827767085,0.017,0.053,8.89884655032779e-09,"down"
"LINC00854",1.90620528878452e-13,0.829158628155205,0.176,0.115,9.33716536605322e-09,"ns"
"HULC",1.92060922028569e-13,-3.76828275125469,0.003,0.027,9.40772014372541e-09,"down"
"WDR60",1.98421041610996e-13,-0.612752999149239,0.156,0.233,9.71925788123143e-09,"ns"
"CCDC144A",2.00578515702218e-13,-5.83092136894847,0,0.022,9.82493743464176e-09,"down"
"AKAP13",2.17190589546142e-13,-0.438572515230272,0.186,0.274,1.06386466477387e-08,"ns"
"PRSS23",2.21806634747564e-13,-0.767273069357343,0.032,0.076,1.08647543898399e-08,"ns"
"WASHC4",2.25643132785129e-13,-8.94728333683775,0,0.02,1.1052677573214e-08,"down"
"FLRT2",2.67445982814134e-13,0.545127140133313,0.4,0.337,1.31003065761847e-08,"ns"
"SHROOM3",2.79891192536928e-13,0.354739130339381,0.5,0.426,1.37099102840363e-08,"ns"
"TMEM205",3.26428407476069e-13,-8.91271863084003,0,0.02,1.59894426834003e-08,"down"
"DPH6-DT",3.26428407476069e-13,-9.05436782545622,0,0.02,1.59894426834003e-08,"down"
"AP000462.1",3.26428413594476e-13,-8.7103690675481,0,0.02,1.59894429830982e-08,"down"
"EIF4G1",3.26428413594476e-13,-8.8409371296494,0,0.02,1.59894429830982e-08,"down"
"SMYD3",3.36791767465041e-13,-1.45570750465247,0.065,0.119,1.64970711457401e-08,"down"
"CST3",3.38433234810429e-13,-0.339903912308122,0.576,0.665,1.65774751407192e-08,"ns"
"PROS1",4.01575602516243e-13,-0.857798647717263,0.041,0.089,1.96703777380531e-08,"ns"
"PIN1",4.30159674876492e-13,-1.20598745256511,0.03,0.072,2.10705113544752e-08,"down"
"TUBB3",4.72215850829867e-13,-8.99001879264246,0,0.02,2.31305490211994e-08,"down"
"AP2M1",4.72215868530395e-13,-8.75311002493185,0,0.02,2.31305498882243e-08,"down"
"AC005261.1",4.72215868530395e-13,-8.96796874210409,0,0.02,2.31305498882243e-08,"down"
"HSD17B7P2",4.84004354940083e-13,-0.635610508194787,0.065,0.122,2.37079853180301e-08,"ns"
"CNTNAP1",4.88340190876991e-13,-1.27258432865107,0.016,0.051,2.39203675697277e-08,"down"
"ROBO2",4.90570718161828e-13,-0.417016100757675,0.187,0.276,2.40296254877208e-08,"ns"
"NEFL",5.72102973934911e-13,-1.12285011157596,0.036,0.081,2.80233199722537e-08,"down"
"C10orf11",5.79266168563175e-13,0.918558172121823,0.128,0.075,2.837419473473e-08,"ns"
"KDM7A",5.84860010929154e-13,-0.674781886304387,0.077,0.137,2.86481979153428e-08,"ns"
"TSC22D1",6.00747377361964e-13,-0.490667039635098,0.166,0.246,2.94264087853211e-08,"ns"
"MLLT11",6.32058840802176e-13,-1.32649645373618,0.036,0.08,3.0960138199013e-08,"down"
"NPC1",6.71211937343783e-13,-0.52582825586804,0.098,0.166,3.28779743269105e-08,"ns"
"PRXL2A",6.8309483388134e-13,-8.66573819849535,0,0.02,3.34600342480097e-08,"down"
"AC005225.2",6.8309483388134e-13,-8.86541508230856,0,0.02,3.34600342480097e-08,"down"
"SEPTIN9",6.83094846682944e-13,-8.87406402629342,0,0.02,3.34600348750706e-08,"down"
"TRMT9B",6.83094859484548e-13,-8.89242628350988,0,0.02,3.34600355021316e-08,"down"
"RPS28",7.35280433558041e-13,-0.696754590554028,0.066,0.122,3.60162414769735e-08,"ns"
"JUND",8.01124471737942e-13,1.15370568978463,0.15,0.095,3.92414799991396e-08,"up"
"RP11-750B16.1",8.39469086556391e-13,-3.23037931395457,0.002,0.025,4.11197142667917e-08,"down"
"TRPM3",8.51341752537559e-13,-0.2630892878783,0.423,0.53,4.17012730645473e-08,"ns"
"BEX4",9.36615612558376e-13,-1.05544411670753,0.042,0.089,4.58782425499469e-08,"down"
"VSIR",9.88121355369713e-13,-8.78684195611356,0,0.019,4.84011483500746e-08,"down"
"AC023095.1",9.8812139240318e-13,-8.95951959291303,0,0.019,4.8401150164085e-08,"down"
"SLF2",9.8812141091992e-13,-8.80020485163197,0,0.019,4.84011510710904e-08,"down"
"GALNT16",1.13276510597631e-12,-0.621668310136454,0.058,0.113,5.54862331860377e-08,"ns"
"COX6C",1.22507924689976e-12,-0.752765602778559,0.101,0.165,6.0008056750891e-08,"ns"
"CASTOR3",1.4293202592613e-12,-8.8258621468325,0,0.019,7.00123942593962e-08,"down"
"NSD2",1.42932028604417e-12,-8.75823177465112,0,0.019,7.00123955713017e-08,"down"
"AZIN1-AS1",1.42932028604417e-12,-8.83618013733268,0,0.019,7.00123955713017e-08,"down"
"MOSMO",1.42932028604417e-12,-8.76770429020681,0,0.019,7.00123955713017e-08,"down"
"CPE",1.53676929881876e-12,0.231464190152523,0.778,0.75,7.52755705640394e-08,"ns"
"MAP1LC3A",1.56579028078732e-12,-0.828324541560741,0.059,0.112,7.66971053238053e-08,"ns"
"AC009120.4",1.67642015210386e-12,1.16853586288283,0.133,0.082,8.21160883105031e-08,"up"
"SGCD",1.74971002881072e-12,0.279587624605333,0.691,0.653,8.57060463412357e-08,"ns"
"PAGR1",1.80926569112748e-12,-7.46351255355366,0,0.02,8.86232613484972e-08,"down"
"CALM1",1.90769805592644e-12,-0.519641985283518,0.281,0.369,9.3444773873445e-08,"ns"
"MINK1",1.98569434373515e-12,-0.475838167275932,0.158,0.237,9.72652660391787e-08,"ns"
"AC125613.1",2.06747309629891e-12,-8.93487436949787,0,0.019,1.01271034676009e-07,"down"
"ATP5MF",2.06747317377621e-12,-8.60950217939,0,0.019,1.0127103847108e-07,"down"
"RPL17",2.06747321251488e-12,-8.70397426027929,0,0.019,1.01271040368616e-07,"down"
"PTMAP5",2.12211726341865e-12,-1.17756866231333,0.017,0.051,1.03947669914036e-07,"down"
"METTL2B",2.12872854812023e-12,-1.83040490431468,0.02,0.056,1.04271510472573e-07,"down"
"CADM1",2.30148250799432e-12,0.212422237101686,0.894,0.857,1.12733517689086e-07,"ns"
"GADD45A",2.33996066479408e-12,-2.05073485785766,0.008,0.036,1.14618293243609e-07,"down"
"CSNK1A1",2.3747791447191e-12,-0.501920375972733,0.151,0.229,1.16323806845776e-07,"ns"
"DGKG",2.6390876954341e-12,0.493077493778868,0.487,0.447,1.29270432585448e-07,"ns"
"RPL3",2.90696561704731e-12,-1.51543326635301,0.019,0.054,1.42391896819828e-07,"down"
"GARNL3",2.9650770241315e-12,0.678373753435269,0.269,0.206,1.45238367873033e-07,"ns"
"CERT1",2.99049070093763e-12,-8.71772242943996,0,0.019,1.46483206004028e-07,"down"
"ARFGEF3",2.99049075696847e-12,-8.72029532605705,0,0.019,1.46483208748587e-07,"down"
"AL157396.1",2.99049075696847e-12,-8.87439914276768,0,0.019,1.46483208748587e-07,"down"
"PCNX4",2.99049081299934e-12,-8.85965016370696,0,0.019,1.46483211493147e-07,"down"
"SRSF1",3.44638172278174e-12,-3.18593733398353,0.002,0.023,1.68814115927018e-07,"down"
"RP11-166D19.1",3.47345482832309e-12,0.520289319966016,0.382,0.324,1.7014023785575e-07,"ns"
"CPNE8",3.6806976633745e-12,-0.791020620162668,0.09,0.15,1.80291613645073e-07,"ns"
"ARGLU1",4.16920161646341e-12,-0.429800818864602,0.249,0.338,2.04220002779227e-07,"ns"
"AC234582.1",4.3255219614455e-12,-8.77606574481022,0,0.018,2.11877042237485e-07,"down"
"ZNF544",4.32552204248688e-12,-8.77749698929685,0,0.018,2.11877046207135e-07,"down"
"AC074032.1",4.32552204248688e-12,-8.623582294748,0,0.018,2.11877046207135e-07,"down"
"AL049828.1",4.32552204248688e-12,-8.81887636189987,0,0.018,2.11877046207135e-07,"down"
"CYP51A1",4.49696302636479e-12,-2.55562736575427,0.006,0.032,2.20274739920426e-07,"down"
"SCARA3",4.71054918449583e-12,-0.438660973027076,0.192,0.276,2.30736830704159e-07,"ns"
"MRPL57",4.89890470011028e-12,-1.64764682448046,0.013,0.043,2.39963048925502e-07,"down"
"ALDH1A1",5.29805408660717e-12,-0.291462080932337,0.343,0.442,2.59514583324279e-07,"ns"
"ITPKB-AS1",5.99659238360261e-12,-0.973297378810321,0.037,0.081,2.93731084726007e-07,"ns"
"LGALS1",6.08712884972946e-12,-1.11755050380098,0.046,0.092,2.98165832446298e-07,"down"
"AC072062.1",6.22293197862046e-12,-0.783933231261931,0.05,0.099,3.04817877108766e-07,"ns"
"PLD2",6.23043907141458e-12,-0.849214725924199,0.044,0.09,3.051855970351e-07,"ns"
"MT1F",6.25646942600427e-12,-8.77668569580627,0,0.018,3.06460641893967e-07,"down"
"VPS35L",6.25646977765034e-12,-8.68478260462173,0,0.018,3.06460659118647e-07,"down"
"AC110023.1",6.25646989486571e-12,-8.75541275033541,0,0.018,3.06460664860207e-07,"down"
"SELENOO",6.25646989486571e-12,-8.67602721367264,0,0.018,3.06460664860207e-07,"down"
"ZNF655",6.25647001208109e-12,-8.54632427408047,0,0.018,3.06460670601768e-07,"down"
"LINC02062",6.25647001208109e-12,-8.79496643998772,0,0.018,3.06460670601768e-07,"down"
"SEM1",6.25647001208109e-12,-8.66884683740999,0,0.018,3.06460670601768e-07,"down"
"PRDX2",6.25647001208109e-12,-8.65923787242292,0,0.018,3.06460670601768e-07,"down"
"SASH1",6.9640531148402e-12,0.318990727024052,0.587,0.543,3.41120213724217e-07,"ns"
"SEMA3E",7.47343447982718e-12,-1.02077740162508,0.018,0.053,3.66071241125375e-07,"down"
"PDE1A",7.50943253880964e-12,-0.716436100158506,0.06,0.111,3.67834534048513e-07,"ns"
"FAM189A2",7.67228208472449e-12,-0.740324540175882,0.277,0.354,3.7581139335606e-07,"ns"
"SELM",8.06117854974465e-12,-1.05650865970893,0.019,0.053,3.94860708902142e-07,"down"
"TPI1",8.29284405871587e-12,-0.532179586967018,0.122,0.19,4.06208380528079e-07,"ns"
"RPL13",8.43509966814295e-12,-0.687062378175716,0.078,0.135,4.13176487044646e-07,"ns"
"DSTN",8.98670459686396e-12,-0.939198076233833,0.054,0.103,4.40195751268187e-07,"ns"
"INTS11",9.04932734483543e-12,-8.88294724282716,0,0.018,4.43263201332074e-07,"down"
"AL645568.1",9.04932734483543e-12,-8.66715529320096,0,0.018,4.43263201332074e-07,"down"
"AL022068.1",9.04932734483543e-12,-8.64430925250173,0,0.018,4.43263201332074e-07,"down"
"FDPS",1.07203548307716e-11,-0.474274761182341,0.112,0.179,5.25115140675688e-07,"ns"
"FAM182B",1.1017507107919e-11,0.708117122928267,0.295,0.238,5.39670550667197e-07,"ns"
"RNH1",1.12156888495148e-11,-0.842103845775498,0.025,0.062,5.49378086915786e-07,"ns"
"RAPGEF6",1.20259128671379e-11,-2.14521034823816,0.01,0.037,5.89065289971014e-07,"down"
"RPL26",1.30888264988907e-11,-8.77535262042742,0,0.017,6.41129988395164e-07,"down"
"PPP4R3B",1.30888267441025e-11,-8.681178133677,0,0.017,6.41130000406372e-07,"down"
"AC107398.3",1.30888267441025e-11,-8.62741789767141,0,0.017,6.41130000406372e-07,"down"
"RPL36A",1.36138828502984e-11,-3.99724304179242,0.002,0.022,6.66848823656166e-07,"down"
"SPCS1",1.38163640870864e-11,-0.781532150138297,0.036,0.078,6.76766962077751e-07,"ns"
"NPEPL1",1.66773745850937e-11,-0.713383516646089,0.034,0.075,8.16907839301643e-07,"ns"
"RTF1",1.88977001201591e-11,-0.822924437104699,0.063,0.113,9.25666044985754e-07,"ns"
"AC021231.1",1.8931459488222e-11,-8.8019369047533,0,0.017,9.27319680111579e-07,"down"
"SNORC",1.89314598428913e-11,-8.62555779112002,0,0.017,9.27319697484343e-07,"down"
"AC009163.1",1.89314598428913e-11,-8.7623358523592,0,0.017,9.27319697484343e-07,"down"
"AC084198.2",1.89314601975604e-11,-8.66610444017612,0,0.017,9.27319714857102e-07,"down"
"AC027117.2",1.89314601975604e-11,-8.56653019463042,0,0.017,9.27319714857102e-07,"down"
"RP11-295P9.3",1.91077706079102e-11,-0.523378186911822,0.076,0.133,9.35955927687264e-07,"ns"
"NAMPT",1.98843129467624e-11,-0.890779441616431,0.031,0.07,9.73993301071261e-07,"ns"
"TMEM255B",1.99135764406986e-11,-3.66534061108167,0.002,0.022,9.75426714794738e-07,"down"
"CTDSPL",2.06469255389969e-11,0.548000360148071,0.33,0.269,1.01134835367668e-06,"ns"
"RPL9",2.18909589185957e-11,-2.18940113498173,0.008,0.033,1.07228484070957e-06,"down"
"POLR2I",2.39699612308528e-11,-1.53052126074113,0.018,0.05,1.17412061097086e-06,"down"
"RP11-159J3.1",2.5304557801644e-11,-2.01148580680328,0.003,0.025,1.23949315479793e-06,"down"
"ARID5A",2.65406077445156e-11,-2.54206295228287,0.005,0.027,1.30003858914961e-06,"down"
"PNPLA8",2.67095141993747e-11,-0.428792803026273,0.148,0.222,1.30831213402797e-06,"ns"
"MAP4K3-DT",2.73821769699625e-11,-8.60126510390552,0,0.017,1.34126117451967e-06,"down"
"MTREX",2.73821769699625e-11,-8.43514176767723,0,0.017,1.34126117451967e-06,"down"
"TMX2",2.73821774829539e-11,-8.59883619378083,0,0.017,1.34126119964753e-06,"down"
"AC093865.1",2.73821774829539e-11,-8.7504153558418,0,0.017,1.34126119964753e-06,"down"
"NPHP3",2.73821774829539e-11,-8.67638481079432,0,0.017,1.34126119964753e-06,"down"
"PTPA",2.73821774829539e-11,-8.7648772796061,0,0.017,1.34126119964753e-06,"down"
"ADGRL1",2.73821774829539e-11,-8.6113113464545,0,0.017,1.34126119964753e-06,"down"
"BASP1",2.76539711717709e-11,-0.735177003606263,0.081,0.136,1.35457446990685e-06,"ns"
"UGCG",2.86078321657728e-11,-0.988359352829639,0.036,0.077,1.40129744297605e-06,"ns"
"CYP1D1P",2.97823763504115e-11,-1.77744480738815,0.006,0.03,1.4588301407722e-06,"down"
"OPCML",3.03370138666493e-11,-0.388535599394954,0.136,0.208,1.48599795023008e-06,"ns"
"GNG7",3.03802295029088e-11,-0.388072208019432,0.199,0.28,1.48811478174098e-06,"ns"
"LDHA",3.0601864911001e-11,-1.06653887650905,0.029,0.067,1.49897114893556e-06,"down"
"CDKN1A",3.07637114299953e-11,-2.57687071844631,0.004,0.026,1.50689887697546e-06,"down"
"SNCA",3.17476644409371e-11,-0.851348322919526,0.047,0.092,1.55509584731042e-06,"ns"
"BCL6",3.3814900435992e-11,-0.319593451196707,0.164,0.241,1.6563552680562e-06,"ns"
"AC017101.10",3.48328446395276e-11,-0.919058008822733,0.033,0.073,1.70621722897798e-06,"ns"
"KCNMA1",3.49001971689745e-11,0.313570699382243,0.581,0.542,1.70951635792788e-06,"ns"
"RPL13A",3.63141434626036e-11,-0.87776054011125,0.055,0.102,1.77877568922871e-06,"ns"
"RP11-815J21.4",3.68128985423384e-11,-1.31391897833459,0.011,0.038,1.80320620929936e-06,"down"
"DDX24",3.79149443705724e-11,-0.715941088127378,0.098,0.156,1.85718772010375e-06,"ns"
"AC015983.2",3.96053552481107e-11,-8.54181391075135,0,0.017,1.93998911611821e-06,"down"
"MFSD14C",3.96053552481107e-11,-8.62884058109854,0,0.017,1.93998911611821e-06,"down"
"AL157392.3",3.96053552481107e-11,-8.69918201729129,0,0.017,1.93998911611821e-06,"down"
"ATP5IF1",3.96053559901098e-11,-8.56939253965644,0,0.017,1.93998915246355e-06,"down"
"NUP42",3.96053559901098e-11,-8.52960516032099,0,0.017,1.93998915246355e-06,"down"
"TOGARAM1",3.96053567321087e-11,-8.55999005571447,0,0.017,1.93998918880888e-06,"down"
"SAMD4A",4.13770996587799e-11,-0.694141829367791,0.34,0.4,2.02677447258602e-06,"ns"
"RNASEK",4.29395875662448e-11,-3.48338184604917,0.002,0.022,2.10330981775737e-06,"down"
"WFDC1",4.32189262299519e-11,-1.29950348141116,0.031,0.069,2.11699266352173e-06,"down"
"RP11-472M19.2",4.83415482950495e-11,-0.915075982061444,0.073,0.126,2.36791406013641e-06,"ns"
"LRP4",5.02796182644638e-11,0.34280870206084,0.611,0.555,2.46284654144823e-06,"ns"
"IFNAR2",5.06424880637055e-11,-0.927202176594166,0.027,0.063,2.48062099282448e-06,"ns"
"KCNIP1",5.36690654372727e-11,-0.411081544281872,0.139,0.21,2.62887183231393e-06,"ns"
"INPP5F",5.5308317659459e-11,-0.393694645802043,0.125,0.192,2.70916732391328e-06,"ns"
"LINC01727",5.72853546252098e-11,-8.73610009865728,0,0.016,2.80600852560665e-06,"down"
"DIPK2A",5.72853556984702e-11,-8.56263204367541,0,0.016,2.80600857817817e-06,"down"
"HNRNPA1",5.72853556984702e-11,-8.57909399769891,0,0.016,2.80600857817817e-06,"down"
"ELOB",5.72853567717303e-11,-8.5283842945774,0,0.016,2.80600863074966e-06,"down"
"WAPL",5.72853578449907e-11,-8.60060092199558,0,0.016,2.80600868332118e-06,"down"
"MINDY2",5.72853578449907e-11,-8.6154270435491,0,0.016,2.80600868332118e-06,"down"
"AC012404.1",5.72853578449907e-11,-8.40913528930302,0,0.016,2.80600868332118e-06,"down"
"VAT1L",5.90441792580044e-11,-1.21766417512973,0.02,0.053,2.89216103259483e-06,"down"
"CCNL1",6.32151833889899e-11,-0.556923833972268,0.083,0.139,3.09646932794289e-06,"ns"
"RHBDL2",6.34124140910282e-11,-0.583557726690298,0.062,0.112,3.10613027942083e-06,"ns"
"NR4A1",6.78405617658756e-11,0.891587096806192,0.081,0.042,3.32303423697788e-06,"ns"
"RPL27AP",6.92687632562794e-11,-0.558784922169257,0.043,0.086,3.39299183058233e-06,"ns"
