"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"ADGRB2",2.63915717145681e-07,-7.83317614913011,0,0.012,0.0129273835729469,"down"
"CARD19",2.63915717145681e-07,-7.85988172882376,0,0.012,0.0129273835729469,"down"
"CRPPA",2.63915721981734e-07,-7.95524527066272,0,0.012,0.0129273838098313,"down"
"DENND11",2.63915721981734e-07,-7.66498836486575,0,0.012,0.0129273838098313,"down"
"WASHC3",2.63915721981734e-07,-7.88262362900828,0,0.012,0.0129273838098313,"down"
"TMEM91",2.63915721981734e-07,-7.91691736791392,0,0.012,0.0129273838098313,"down"
"NEXMIF",2.63915721981734e-07,-8.02597364938839,0,0.012,0.0129273838098313,"down"
"RP3-417G15.1",2.67985019182287e-07,0.340679823120916,0.182,0.132,0.0131267101946059,"ns"
"PPP1R9A",2.70343619254512e-07,0.202335899979932,0.492,0.414,0.0132422415019437,"ns"
"RAB5C",2.70607302975583e-07,-4.82921383832359,0,0.013,0.013255157521653,"down"
"NDRG1",2.72665157934939e-07,-0.963269382733781,0.071,0.111,0.0133559574311271,"ns"
"CIITA",2.78890233303424e-07,-2.76505924545536,0.005,0.022,0.0136608802979016,"down"
"NQO1",2.81691791781988e-07,0.754377214132394,0.066,0.037,0.0137981090368571,"ns"
"CCBE1",2.85689616965167e-07,0.965802700509968,0.045,0.022,0.0139939345078048,"ns"
"FNDC4",3.05245659516675e-07,-1.40671237327935,0.014,0.037,0.0149518481401053,"down"
"MTAP",3.07323179704993e-07,-3.37059911196818,0.002,0.017,0.0150536113114897,"down"
"PCDH17",3.08842485254019e-07,0.284990371910376,0.17,0.121,0.0151280314551976,"ns"
"ITGB5-AS1",3.09363050952687e-07,1.09789423840638,0.048,0.024,0.0151535303248155,"up"
"PLXDC2",3.09673866240536e-07,0.392178793700838,0.293,0.235,0.0151687549900602,"ns"
"FAM19A2",3.13168029318131e-07,0.548896412595238,0.132,0.09,0.01533990958009,"ns"
"RP11-430H10.1",3.21236415225125e-07,1.55887619536188,0.026,0.009,0.0157351233269723,"up"
"TGFB3",3.25901828350211e-07,-1.59798163961035,0.012,0.033,0.0159636492580784,"down"
"LINGO2",3.29898133090404e-07,0.410298172148647,0.142,0.099,0.0161594002531673,"ns"
"APOL2",3.41824135711199e-07,-1.00126177705321,0.03,0.059,0.0167435716395416,"down"
"AK3",3.52711582826452e-07,0.387413739599258,0.246,0.193,0.0172768714615881,"ns"
"APOL4",3.57810455585018e-07,-3.43163055573831,0.001,0.014,0.0175266295459209,"down"
"HLA-E",3.60570658771044e-07,-0.814104159006759,0.045,0.079,0.017661832578582,"ns"
"SNHG29",3.6394954957786e-07,-7.75398485364602,0,0.011,0.0178273407869723,"down"
"NECTIN3",3.6394955624982e-07,-7.8222401357745,0,0.011,0.0178273411137849,"down"
"AC002069.2",3.6394955624982e-07,-8.35457670843692,0,0.011,0.0178273411137849,"down"
"ELP1",3.6394955624982e-07,-7.91953723684585,0,0.011,0.0178273411137849,"down"
"FGF11",3.6394955624982e-07,-7.81086210311825,0,0.011,0.0178273411137849,"down"
"U2AF1L4",3.63949562921781e-07,-7.87283695067605,0,0.011,0.0178273414405976,"down"
"RO60",3.63949562921781e-07,-7.92944219541714,0,0.011,0.0178273414405976,"down"
"AL136366.1",3.63949562921781e-07,-7.80638556269459,0,0.011,0.0178273414405976,"down"
"MINDY3",3.63949562921781e-07,-7.58856834572503,0,0.011,0.0178273414405976,"down"
"LINC02328",3.63949562921781e-07,-7.9618340034019,0,0.011,0.0178273414405976,"down"
"AC040168.1",3.63949562921781e-07,-7.98766838520461,0,0.011,0.0178273414405976,"down"
"CRYZL1",3.63949562921781e-07,-7.68744244651762,0,0.011,0.0178273414405976,"down"
"BCKDHB",3.80541645831375e-07,0.217191519820581,0.409,0.343,0.0186400714377582,"ns"
"RASD1",3.85482665660535e-07,-1.21586422678486,0.029,0.057,0.01888209741205,"down"
"RAB30-AS1",4.03637808366805e-07,0.464555273255334,0.138,0.095,0.0197713907672312,"ns"
"TSPAN7",4.04809052656233e-07,-0.540430826755052,0.266,0.318,0.0198287618262602,"ns"
"MIB1",4.08492000247673e-07,0.223618305854645,0.317,0.254,0.0200091636481318,"ns"
"TBC1D5",4.32002686013191e-07,0.188294978855726,0.466,0.392,0.0211607875689841,"ns"
"GAP43",4.44714156257654e-07,-0.909662778159348,0.081,0.121,0.0217834335159687,"ns"
"RPL10A",4.50388080448568e-07,-0.925967792612594,0.066,0.104,0.0220613593446122,"ns"
"IGSF11",4.53965287205568e-07,0.260161020617579,0.34,0.276,0.0222365816631904,"ns"
"PURG",4.55904998819603e-07,0.262797659269435,0.172,0.123,0.0223315945571806,"ns"
"KCTD3",4.66320268849143e-07,-0.669028751491035,0.069,0.108,0.0228417657290376,"ns"
"ZFPM2",4.7030184835396e-07,0.305483742693491,0.262,0.207,0.023036795437922,"ns"
"BVES-AS1",4.75331962367171e-07,1.67400262799402,0.015,0.003,0.0232831855126311,"up"
"UBASH3B",4.81497647575833e-07,-1.06156124753069,0.046,0.079,0.023585199271207,"down"
"MED12L",4.89467620032857e-07,0.211095134651674,0.6,0.524,0.0239755924320694,"ns"
"FDFT1",4.96027594982258e-07,-0.529943796740373,0.159,0.211,0.0242969196850159,"ns"
"PEG3",5.01972220938401e-07,-7.85727867524468,0,0.011,0.0245881052982257,"down"
"GRK3",5.01972220938401e-07,-7.89112014978358,0,0.011,0.0245881052982257,"down"
"BCLAF3",5.01972220938401e-07,-7.73175137576599,0,0.011,0.0245881052982257,"down"
"ZNF559",5.01972230144884e-07,-7.65197817820382,0,0.011,0.0245881057491868,"down"
"AC103923.1",5.01972230144884e-07,-7.97862838200178,0,0.011,0.0245881057491868,"down"
"CASTOR2",5.01972230144884e-07,-7.85541216712073,0,0.011,0.0245881057491868,"down"
"UPK3BL1",5.01972230144884e-07,-7.87290404531043,0,0.011,0.0245881057491868,"down"
"RAB4B",5.01972230144884e-07,-8.06604885530061,0,0.011,0.0245881057491868,"down"
"HIST2H2BF",5.24792906629487e-07,1.77208485716971,0.018,0.005,0.0257059309454322,"up"
"RP5-921G16.1",5.32503790520772e-07,0.435060228658069,0.159,0.114,0.026083633171079,"ns"
"CEP85L",5.334488693968e-07,0.153126335577856,0.572,0.489,0.0261299259696634,"ns"
"MID1",5.34032997227834e-07,0.267009280359378,0.242,0.187,0.026158538303211,"ns"
"STIM2",5.34650239622169e-07,0.273121692439458,0.259,0.201,0.0261887726874127,"ns"
"FAM172A",5.49614146545594e-07,0.231082194809368,0.369,0.3,0.0269217497402428,"ns"
"GAS6",5.55166749545248e-07,-1.24153739545646,0.033,0.063,0.0271937328929749,"down"
"DND1",5.64541094493028e-07,1.20793574965195,0.03,0.012,0.027652916431552,"up"
"SMTN",5.87272703462187e-07,-0.947042331726879,0.05,0.084,0.0287663788336883,"ns"
"RP11-745L13.2",5.91534878295534e-07,0.591082577273989,0.116,0.077,0.0289751529435502,"ns"
"RP11-159J3.1",5.93508473343172e-07,-1.83943823267361,0.007,0.025,0.0290718255497686,"down"
"LIFR",5.98045079913178e-07,0.130968147110019,0.568,0.483,0.0292940421493872,"ns"
"N4BP2L2",6.17507922762244e-07,0.174298074009795,0.613,0.539,0.030247390580663,"ns"
"IL6R",6.23228678903635e-07,-0.877012917256168,0.04,0.072,0.0305276103787367,"ns"
"RP11-159G9.5",6.23553769950886e-07,0.591668438091096,0.139,0.099,0.0305435343135043,"ns"
"RP5-968J1.1",6.32931579871328e-07,0.573251081722144,0.113,0.075,0.0310028875768372,"ns"
"XPO1",6.51440414748538e-07,0.189201376935421,0.331,0.264,0.0319095058356276,"ns"
"FAM171B",6.68347169634149e-07,0.150242168707433,0.479,0.4,0.0327376494101895,"ns"
"FARP1",6.72528948519874e-07,0.155977149827757,0.437,0.365,0.032942485485349,"ns"
"LEPROT",6.92445776091606e-07,-7.72886167856567,0,0.011,0.0339180714502951,"down"
"CDK11A",6.92445776091606e-07,-7.59184940226361,0,0.011,0.0339180714502951,"down"
"AC115622.1",6.92445776091606e-07,-8.03006012822307,0,0.011,0.0339180714502951,"down"
"SRP19",6.92445776091606e-07,-7.76316132283279,0,0.011,0.0339180714502951,"down"
"RAB30-DT",6.92445776091606e-07,-7.67213062055536,0,0.011,0.0339180714502951,"down"
"STUB1",6.92445776091606e-07,-7.58952887001614,0,0.011,0.0339180714502951,"down"
"PLPPR2",6.92445776091606e-07,-7.75267234112431,0,0.011,0.0339180714502951,"down"
"SPACA6",6.92445776091606e-07,-7.83871814063413,0,0.011,0.0339180714502951,"down"
"ABHD16A",6.9244578879786e-07,-7.46670016753923,0,0.011,0.0339180720726856,"down"
"NAA10",6.9244578879786e-07,-7.68470352333597,0,0.011,0.0339180720726856,"down"
"AC026202.2",6.9244578879786e-07,-7.30464711023435,0,0.011,0.0339180720726856,"down"
"AC077690.1",6.9244578879786e-07,-7.7706821336658,0,0.011,0.0339180720726856,"down"
"TASOR",6.9244578879786e-07,-7.75481947186653,0,0.011,0.0339180720726856,"down"
"ZBTB20-AS5",6.9244578879786e-07,-7.51013747019287,0,0.011,0.0339180720726856,"down"
"AC139887.2",6.9244578879786e-07,-7.84737520106738,0,0.011,0.0339180720726856,"down"
"MIR2052HG",6.9244578879786e-07,-8.05547868418415,0,0.011,0.0339180720726856,"down"
"HNRNPUL2",6.9244578879786e-07,-7.87513119981737,0,0.011,0.0339180720726856,"down"
"SELENOM",6.9244578879786e-07,-7.63801220758842,0,0.011,0.0339180720726856,"down"
"PPP1R3C",6.95786658163658e-07,-0.673480612986485,0.167,0.216,0.0340817178768305,"ns"
"GLIPR2",7.01622756508573e-07,-1.05971282603094,0.014,0.036,0.0343675874820594,"down"
"TTLL3",7.03662076244469e-07,-1.2035696769025,0.024,0.05,0.0344674794806828,"down"
"LINC00960",7.07485912118004e-07,-5.07075708408361,0,0.012,0.0346547824332762,"down"
"CABIN1",7.16668176892682e-07,-0.642945753361405,0.086,0.128,0.0351045573087342,"ns"
"MBNL2",7.17471186172487e-07,0.263644352240918,0.341,0.278,0.0351438911122869,"ns"
"DCUN1D1",7.18670162296803e-07,0.310088021576933,0.191,0.142,0.0352026205597843,"ns"
"ERP44",7.19914611131015e-07,0.353859584957555,0.14,0.097,0.0352635773970305,"ns"
"ATP13A5",7.40549158486467e-07,0.371699826825965,0.113,0.074,0.0362743194301426,"ns"
"TTC17",7.65148889492751e-07,0.249367308691836,0.343,0.281,0.0374792880540234,"ns"
"SHPRH",7.74808244785477e-07,0.266688769192987,0.268,0.21,0.037952432254327,"ns"
"FAM65B",7.8967114828847e-07,0.427286362079275,0.157,0.113,0.0386804618566141,"ns"
"WHSC1L1",7.90242981774862e-07,0.47658283471285,0.238,0.189,0.0387084719762781,"ns"
"SLC24A3",8.02246228398019e-07,0.270559819960063,0.251,0.194,0.0392964270056202,"ns"
"RPL13P12",8.04356835926723e-07,0.468781611879662,0.091,0.057,0.0393998108941987,"ns"
"CD38",8.105495775785e-07,-0.475701293927675,0.12,0.168,0.0397031499585277,"ns"
"ATP10D",8.31858061063151e-07,0.402231048974259,0.125,0.085,0.0407469034050563,"ns"
"CAPN10",8.3239034255745e-07,-1.23739774754192,0.019,0.043,0.0407729761494916,"down"
"RBM3",8.40620728496274e-07,-0.856953185708648,0.044,0.076,0.041176125143933,"ns"
"TRA2A",8.44667753582952e-07,0.216929806190918,0.334,0.27,0.0413743605737537,"ns"
"RP11-219A15.4",8.67310600850764e-07,2.29478877766024,0.017,0.005,0.042483475161473,"up"
"PIGN",8.73129010915318e-07,0.409828068171873,0.159,0.115,0.042768478341665,"ns"
"MEGF9",8.84374915724509e-07,0.235080869901098,0.289,0.228,0.0433193364969336,"ns"
"OSBPL1A",9.00158558133564e-07,0.230758584512865,0.349,0.285,0.0440924666530563,"ns"
"SCAI",9.18849963743617e-07,0.506273358153676,0.146,0.105,0.0450080277740536,"ns"
"COL19A1",9.34506618902597e-07,0.486303167645516,0.178,0.134,0.0457749377137059,"ns"
"FYN",9.45794074007196e-07,0.1394118535866,0.681,0.586,0.0463278311270945,"ns"
"NBPF1",9.50266352113928e-07,0.40648745813859,0.148,0.105,0.0465468967255965,"ns"
"FAAP20",9.55355176279435e-07,-7.66326069096714,0,0.011,0.0467961625996956,"down"
"HLA-B",9.55355193819519e-07,-7.71791628920231,0,0.011,0.0467961634588615,"down"
"ERO1B",9.55355193819519e-07,-7.66746094189941,0,0.011,0.0467961634588615,"down"
"AC007402.1",9.55355193819519e-07,-7.92360178688049,0,0.011,0.0467961634588615,"down"
"AC092924.2",9.55355193819519e-07,-7.95646249632638,0,0.011,0.0467961634588615,"down"
"AC124852.1",9.55355193819519e-07,-7.57535277781998,0,0.011,0.0467961634588615,"down"
"AC104123.1",9.55355193819519e-07,-7.87463515458201,0,0.011,0.0467961634588615,"down"
"AP006621.3",9.55355193819519e-07,-7.69533027547335,0,0.011,0.0467961634588615,"down"
"BSCL2",9.55355193819519e-07,-7.77216896403233,0,0.011,0.0467961634588615,"down"
"GRK2",9.55355193819519e-07,-7.73487200059098,0,0.011,0.0467961634588615,"down"
"AP003025.1",9.55355193819519e-07,-7.57911446003653,0,0.011,0.0467961634588615,"down"
"IRF9",9.55355193819519e-07,-7.63409513467809,0,0.011,0.0467961634588615,"down"
"FAM234A",9.55355193819519e-07,-7.6523593350204,0,0.011,0.0467961634588615,"down"
"TRIR",9.55355193819519e-07,-7.77399806762217,0,0.011,0.0467961634588615,"down"
"ATXN1",9.67156980957978e-07,0.189193966168274,0.42,0.349,0.0473742503982646,"ns"
"RPL3",1.00635779833791e-06,-1.2678579323007,0.027,0.054,0.0492944240359861,"down"
